Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
ethnicity,demographics_core,,dropdown,What is the participant's ethnic or tribal affiliation?,"1, Acholi | 2, Afar | 3, Afrikaner | 4, Agaw | 5, Aka | 6, Akan | 7, Aku | 8, Alur | 9, Ameru | 10, Amhara | 11, Anuak | 12, Baka | 13, Bambara | 14, Banda | 15, Banyoro | 16, Basaa | 17, Beja | 18, Bemba | 19, Berber | 20, BetiPahuin | 21, Biafada | 22, Bilen | 23, Cape Coloured | 24, Chagga | 25, Chewa | 26, Chinese | 27, Chokwe | 28, Copt | 29, Dendi | 30, Dinka | 31, Edo | 32, English | 33, Efik | 34, Egyptian | 35, Eket | 36, Esan | 37, Ewe | 38, Fon | 39, Fulani | 40, Fur | 41, Ga | 42, Ganda | 43, Gbaya | 44, Goffal | 45, Gurage | 46, Gwari | 47, Hausa | 48, Herero | 49, Himba | 50, Hutu | 51, Igbo | 52, Ijaw | 53, Indian | 54, Italian | 55, Jola | 56, Kalanga | 57, Kalenjin | 58, Kamba | 59, Kanuri | 60, Khoikhoi | 61, Kikuyu | 62, Kongo | 63, Kotoko | 64, Kwama | 65, Langi | 66, Lemba | 67, Lingala | 68, Luba | 69, Lugbara | 70, Luhya | 71, Luo | 72, Maasai | 73, Maghrebi | 74, Makonde | 75, Makua | 76, Mande South | 77, Mandingo | 78, Marka | 79, Mbunda | 80, Mbundu | 81, Mende | 82, Moghamo | 83, Mole-Dagbani | 84, Mongo | 85, Nambya | 86, Ngamambo | 87, North Ndebele | 88, Nubian | 89, Nuer | 90, Oromo | 91, Ovambo | 92, Ovimbundu | 93, Papel | 94, Portuguese | 95, Saho | 96, Samburu | 97, San | 98, Sara | 99, Serer | 100, Shilluk | 101, Shona | 102, Sidama | 103, Somali | 104, Songhai | 105, Sotho | 106, South Ndebele | 107, Spanish | 108, Sua | 109, Swahili | 110, Swazi | 111, Tigray-Tigrinya | 112, Tigre | 113, Tiv | 114, Tonga | 115, Toubou | 116, Tsonga | 117, Tswana | 118, Tuareg | 119, Tutsi | 120, Twa | 121, Urhobo | 122, Venda | 123, Wolof | 124, Xhosa | 125, Yeyi | 126, Yoruba | 127, Zaghawa | 128, Zande | 129, Zarma | 130, Zulu | 777, Other",,autocomplete,,,,,y,,,,, @ONTOLOGY='EFO:0001799'
ethnicity_other,demographics_core,,text,(If Other) Specify other ethnic or tribal affiliation:,,,,,,,[ethnicity]=777,y,,,,, @ONTOLOGY='EFO:0001799'
fcob,demographics_core,,dropdown,What is the participant's biological father's country of birth?,"4, Afghanistan | 248, Åland Islands | 8, Albania | 12, Algeria | 16, American Samoa | 20, Andorra | 24, Angola | 660, Anguilla | 10, Antarctica | 28, Antigua and Barbuda | 32, Argentina | 51, Armenia | 533, Aruba | 36, Australia | 40, Austria | 31, Azerbaijan | 44, Bahamas (the) | 48, Bahrain | 50, Bangladesh | 52, Barbados | 112, Belarus | 56, Belgium | 84, Belize | 204, Benin | 60, Bermuda | 64, Bhutan | 68, Bolivia (Plurinational State of) | 535, Bonaire, Sint Eustatius and Saba | 70, Bosnia and Herzegovina | 72, Botswana | 74, Bouvet Island | 76, Brazil | 86, British Indian Ocean Territory (the) | 96, Brunei Darussalam | 100, Bulgaria | 854, Burkina Faso | 108, Burundi | 132, Cabo Verde | 116, Cambodia | 120, Cameroon | 124, Canada | 136, Cayman Islands (the) | 140, Central African Republic (the) | 148, Chad | 152, Chile | 156, China | 162, Christmas Island | 166, Cocos (Keeling) Islands (the) | 170, Colombia | 174, Comoros (the) | 180, Congo (the Democratic Republic of the) | 178, Congo (the) | 184, Cook Islands (the) | 188, Costa Rica | 384, Côte d'Ivoire | 191, Croatia | 192, Cuba | 531, Curaçao | 196, Cyprus | 203, Czechia | 208, Denmark | 262, Djibouti | 212, Dominica | 214, Dominican Republic (the) | 218, Ecuador | 818, Egypt | 222, El Salvador | 226, Equatorial Guinea | 232, Eritrea | 233, Estonia | 748, Eswatini | 231, Ethiopia | 238, Falkland Islands (the) [Malvinas] | 234, Faroe Islands (the) | 242, Fiji | 246, Finland | 250, France | 254, French Guiana | 258, French Polynesia | 260, French Southern Territories (the) | 266, Gabon | 270, Gambia (the) | 268, Georgia | 276, Germany | 288, Ghana | 292, Gibraltar | 300, Greece | 304, Greenland | 308, Grenada | 312, Guadeloupe | 316, Guam | 320, Guatemala | 831, Guernsey | 324, Guinea | 624, Guinea-Bissau | 328, Guyana | 332, Haiti | 334, Heard Island and McDonald Islands | 336, Holy See (the) | 340, Honduras | 344, Hong Kong | 348, Hungary | 352, Iceland | 356, India | 360, Indonesia | 364, Iran (Islamic Republic of) | 368, Iraq | 372, Ireland | 833, Isle of Man | 376, Israel | 380, Italy | 388, Jamaica | 392, Japan | 832, Jersey | 400, Jordan | 398, Kazakhstan | 404, Kenya | 296, Kiribati | 408, Korea (the Democratic People's Republic of) | 410, Korea (the Republic of) | 414, Kuwait | 417, Kyrgyzstan | 418, Lao People's Democratic Republic (the) | 428, Latvia | 422, Lebanon | 426, Lesotho | 430, Liberia | 434, Libya | 438, Liechtenstein | 440, Lithuania | 442, Luxembourg | 446, Macao | 450, Madagascar | 454, Malawi | 458, Malaysia | 462, Maldives | 466, Mali | 470, Malta | 584, Marshall Islands (the) | 474, Martinique | 478, Mauritania | 480, Mauritius | 175, Mayotte | 484, Mexico | 583, Micronesia (Federated States of) | 498, Moldova (the Republic of) | 492, Monaco | 496, Mongolia | 499, Montenegro | 500, Montserrat | 504, Morocco | 508, Mozambique | 104, Myanmar | 516, Namibia | 520, Nauru | 524, Nepal | 528, Netherlands (the) | 540, New Caledonia | 554, New Zealand | 558, Nicaragua | 562, Niger (the) | 566, Nigeria | 570, Niue | 574, Norfolk Island | 807, North Macedonia | 580, Northern Mariana Islands (the) | 578, Norway | 512, Oman | 586, Pakistan | 585, Palau | 275, Palestine, State of | 591, Panama | 598, Papua New Guinea | 600, Paraguay | 604, Peru | 608, Philippines (the) | 612, Pitcairn | 616, Poland | 620, Portugal | 630, Puerto Rico | 634, Qatar | 638, Réunion | 642, Romania | 643, Russian Federation (the) | 646, Rwanda | 652, Saint Barthélemy | 654, Saint Helena, Ascension and Tristan da Cunha | 659, Saint Kitts and Nevis | 662, Saint Lucia | 663, Saint Martin (French part) | 666, Saint Pierre and Miquelon | 670, Saint Vincent and the Grenadines | 882, Samoa | 674, San Marino | 678, Sao Tome and Principe | 682, Saudi Arabia | 686, Senegal | 688, Serbia | 690, Seychelles | 694, Sierra Leone | 702, Singapore | 534, Sint Maarten (Dutch part) | 703, Slovakia | 705, Slovenia | 90, Solomon Islands | 706, Somalia | 710, South Africa | 239, South Georgia and the South Sandwich Islands | 728, South Sudan | 724, Spain | 144, Sri Lanka | 729, Sudan (the) | 740, Suriname | 744, Svalbard and Jan Mayen | 752, Sweden | 756, Switzerland | 760, Syrian Arab Republic (the) | 158, Taiwan (Province of China) | 762, Tajikistan | 834, Tanzania, the United Republic of | 764, Thailand | 626, Timor-Leste | 768, Togo | 772, Tokelau | 776, Tonga | 780, Trinidad and Tobago | 788, Tunisia | 792, Turkey | 795, Turkmenistan | 796, Turks and Caicos Islands (the) | 798, Tuvalu | 800, Uganda | 804, Ukraine | 784, United Arab Emirates (the) | 826, United Kingdom of Great Britain and Northern Ireland (the) | 581, United States Minor Outlying Islands (the) | 840, United States of America (the) | 858, Uruguay | 860, Uzbekistan | 548, Vanuatu | 862, Venezuela (Bolivarian Republic of) | 704, Viet Nam | 92, Virgin Islands (British) | 850, Virgin Islands (U.S.) | 876, Wallis and Futuna | 732, Western Sahara* | 887, Yemen | 894, Zambia | 716, Zimbabwe",,autocomplete,,,,,y,,,,, @ONTOLOGY='GENEPIO_0001094'
flang,demographics_core,,dropdown,What is the participant's biological father's native language?,"1, Abron | 2, Afar | 3, Afrikaans | 4, Akan | 5, Amharic, | 6, Arabic | 7, Bangi Me | 8, Bayot | 9, Berber | 10, Bhojpuri | 11, Cape Verdean Creole | 12, Chewa | 13, Comorian | 14, Creole | 15, Dangme | 16, Dinka | 17, Dompo | 18, English | 19, Ega | 20, Ewe | 21, Fon | 22, French | 23, Fulani | 24, Fur | 25, Ga | 26, German | 27, Gikuyu | 28, Gomba | 29, Gumuz | 30, Hadza | 31, Hausa | 32, Hindi | 33, Igbo | 34, Irimba | 35, Italian | 36, Jalaa | 37, Kanuri | 38, Khoekhoe | 39, Kimbundu | 40, Kinyarwanda | 41, Kirundi | 42, Kituba | 43, Kongo | 44, Kujarge | 45, Laal | 46, Lingala | 47, Lufu | 48, Luganda | 49, Luo | 50, Maasai | 51, Malagasy | 52, Mauritian Creole | 53, Mawa | 54, Meyobe | 55, Mimi | 56, Mossi | 57, Mpra | 58, Nambya | 59, Ndau | 60, Ndebele | 61, Nobiin | 62, Noon | 63, Oblo | 64, Ongota | 65, Oromo | 66, Oropom | 67, Portuguese | 68, Rer Bare | 69, Sena | 70, Sepedi | 71, Sesotho | 72, Seychellois Creole | 73, Shabo | 74, Shona | 75, Songhay | 76, Somali | 77, Sotho/Sesotho | 78, Spanish | 79, Swahili | 80, Swati (Eswatini) | 81, Swazi | 82, Tamil | 83, Telugu | 84, Tigrinya | 85, Tonga | 86, Kalenjin | 87, Tsonga | 88, Twi | 89, Tshiluba | 90, Tshivenda | 91, Tswana/Setswana | 92, Umbundu | 93, Venda | 94, Weyto | 95, Wutana | 96, Wolof | 97, Xhosa | 98, Yeni | 99, Yoruba | 100, Zulu | 777, Other",,autocomplete,,,,,y,,,,, @ONTOLOGY='NCIT:C16779'
flang_other,demographics_core,,text,(If Other) Specify the participant's biological father's native language:,,,,,,,[flang]=777,y,,,,, @ONTOLOGY='NCIT:C16779'
fethnicity,demographics_core,,dropdown,What is the participant's biological father's ethno-linguistic tribal affiliation?,"1, Acholi | 2, Afar | 3, Afrikaner | 4, Agaw | 5, Aka | 6, Akan | 7, Aku | 8, Alur | 9, Ameru | 10, Amhara | 11, Anuak | 12, Baka | 13, Bambara | 14, Banda | 15, Banyoro | 16, Basaa | 17, Beja | 18, Bemba | 19, Berber | 20, BetiPahuin | 21, Biafada | 22, Bilen | 23, Cape Coloured | 24, Chagga | 25, Chewa | 26, Chinese | 27, Chokwe | 28, Copt | 29, Dendi | 30, Dinka | 31, Edo | 32, English | 33, Efik | 34, Egyptian | 35, Eket | 36, Esan | 37, Ewe | 38, Fon | 39, Fulani | 40, Fur | 41, Ga | 42, Ganda | 43, Gbaya | 44, Goffal | 45, Gurage | 46, Gwari | 47, Hausa | 48, Herero | 49, Himba | 50, Hutu | 51, Igbo | 52, Ijaw | 53, Indian | 54, Italian | 55, Jola | 56, Kalanga | 57, Kalenjin | 58, Kamba | 59, Kanuri | 60, Khoikhoi | 61, Kikuyu | 62, Kongo | 63, Kotoko | 64, Kwama | 65, Langi | 66, Lemba | 67, Lingala | 68, Luba | 69, Lugbara | 70, Luhya | 71, Luo | 72, Maasai | 73, Maghrebi | 74, Makonde | 75, Makua | 76, Mande South | 77, Mandingo | 78, Marka | 79, Mbunda | 80, Mbundu | 81, Mende | 82, Moghamo | 83, Mole-Dagbani | 84, Mongo | 85, Nambya | 86, Ngamambo | 87, North Ndebele | 88, Nubian | 89, Nuer | 90, Oromo | 91, Ovambo | 92, Ovimbundu | 93, Papel | 94, Portuguese | 95, Saho | 96, Samburu | 97, San | 98, Sara | 99, Serer | 100, Shilluk | 101, Shona | 102, Sidama | 103, Somali | 104, Songhai | 105, Sotho | 106, South Ndebele | 107, Spanish | 108, Sua | 109, Swahili | 110, Swazi | 111, Tigray-Tigrinya | 112, Tigre | 113, Tiv | 114, Tonga | 115, Toubou | 116, Tsonga | 117, Tswana | 118, Tuareg | 119, Tutsi | 120, Twa | 121, Urhobo | 122, Venda | 123, Wolof | 124, Xhosa | 125, Yeyi | 126, Yoruba | 127, Zaghawa | 128, Zande | 129, Zarma | 130, Zulu | 777, Other",,autocomplete,,,,,y,,,,, @ONTOLOGY='EFO:0001799'
fethnicity_other,demographics_core,,text,(If Other) Specify the participant's biological father's ethnic or tribal affiliation:,,,,,,,[fethnicity]=777,y,,,,, @ONTOLOGY='EFO:0001799'
mcob,demographics_core,,dropdown,What is the participant's biological mother's country of birth?,"4, Afghanistan | 248, Åland Islands | 8, Albania | 12, Algeria | 16, American Samoa | 20, Andorra | 24, Angola | 660, Anguilla | 10, Antarctica | 28, Antigua and Barbuda | 32, Argentina | 51, Armenia | 533, Aruba | 36, Australia | 40, Austria | 31, Azerbaijan | 44, Bahamas (the) | 48, Bahrain | 50, Bangladesh | 52, Barbados | 112, Belarus | 56, Belgium | 84, Belize | 204, Benin | 60, Bermuda | 64, Bhutan | 68, Bolivia (Plurinational State of) | 535, Bonaire, Sint Eustatius and Saba | 70, Bosnia and Herzegovina | 72, Botswana | 74, Bouvet Island | 76, Brazil | 86, British Indian Ocean Territory (the) | 96, Brunei Darussalam | 100, Bulgaria | 854, Burkina Faso | 108, Burundi | 132, Cabo Verde | 116, Cambodia | 120, Cameroon | 124, Canada | 136, Cayman Islands (the) | 140, Central African Republic (the) | 148, Chad | 152, Chile | 156, China | 162, Christmas Island | 166, Cocos (Keeling) Islands (the) | 170, Colombia | 174, Comoros (the) | 180, Congo (the Democratic Republic of the) | 178, Congo (the) | 184, Cook Islands (the) | 188, Costa Rica | 384, Côte d'Ivoire | 191, Croatia | 192, Cuba | 531, Curaçao | 196, Cyprus | 203, Czechia | 208, Denmark | 262, Djibouti | 212, Dominica | 214, Dominican Republic (the) | 218, Ecuador | 818, Egypt | 222, El Salvador | 226, Equatorial Guinea | 232, Eritrea | 233, Estonia | 748, Eswatini | 231, Ethiopia | 238, Falkland Islands (the) [Malvinas] | 234, Faroe Islands (the) | 242, Fiji | 246, Finland | 250, France | 254, French Guiana | 258, French Polynesia | 260, French Southern Territories (the) | 266, Gabon | 270, Gambia (the) | 268, Georgia | 276, Germany | 288, Ghana | 292, Gibraltar | 300, Greece | 304, Greenland | 308, Grenada | 312, Guadeloupe | 316, Guam | 320, Guatemala | 831, Guernsey | 324, Guinea | 624, Guinea-Bissau | 328, Guyana | 332, Haiti | 334, Heard Island and McDonald Islands | 336, Holy See (the) | 340, Honduras | 344, Hong Kong | 348, Hungary | 352, Iceland | 356, India | 360, Indonesia | 364, Iran (Islamic Republic of) | 368, Iraq | 372, Ireland | 833, Isle of Man | 376, Israel | 380, Italy | 388, Jamaica | 392, Japan | 832, Jersey | 400, Jordan | 398, Kazakhstan | 404, Kenya | 296, Kiribati | 408, Korea (the Democratic People's Republic of) | 410, Korea (the Republic of) | 414, Kuwait | 417, Kyrgyzstan | 418, Lao People's Democratic Republic (the) | 428, Latvia | 422, Lebanon | 426, Lesotho | 430, Liberia | 434, Libya | 438, Liechtenstein | 440, Lithuania | 442, Luxembourg | 446, Macao | 450, Madagascar | 454, Malawi | 458, Malaysia | 462, Maldives | 466, Mali | 470, Malta | 584, Marshall Islands (the) | 474, Martinique | 478, Mauritania | 480, Mauritius | 175, Mayotte | 484, Mexico | 583, Micronesia (Federated States of) | 498, Moldova (the Republic of) | 492, Monaco | 496, Mongolia | 499, Montenegro | 500, Montserrat | 504, Morocco | 508, Mozambique | 104, Myanmar | 516, Namibia | 520, Nauru | 524, Nepal | 528, Netherlands (the) | 540, New Caledonia | 554, New Zealand | 558, Nicaragua | 562, Niger (the) | 566, Nigeria | 570, Niue | 574, Norfolk Island | 807, North Macedonia | 580, Northern Mariana Islands (the) | 578, Norway | 512, Oman | 586, Pakistan | 585, Palau | 275, Palestine, State of | 591, Panama | 598, Papua New Guinea | 600, Paraguay | 604, Peru | 608, Philippines (the) | 612, Pitcairn | 616, Poland | 620, Portugal | 630, Puerto Rico | 634, Qatar | 638, Réunion | 642, Romania | 643, Russian Federation (the) | 646, Rwanda | 652, Saint Barthélemy | 654, Saint Helena, Ascension and Tristan da Cunha | 659, Saint Kitts and Nevis | 662, Saint Lucia | 663, Saint Martin (French part) | 666, Saint Pierre and Miquelon | 670, Saint Vincent and the Grenadines | 882, Samoa | 674, San Marino | 678, Sao Tome and Principe | 682, Saudi Arabia | 686, Senegal | 688, Serbia | 690, Seychelles | 694, Sierra Leone | 702, Singapore | 534, Sint Maarten (Dutch part) | 703, Slovakia | 705, Slovenia | 90, Solomon Islands | 706, Somalia | 710, South Africa | 239, South Georgia and the South Sandwich Islands | 728, South Sudan | 724, Spain | 144, Sri Lanka | 729, Sudan (the) | 740, Suriname | 744, Svalbard and Jan Mayen | 752, Sweden | 756, Switzerland | 760, Syrian Arab Republic (the) | 158, Taiwan (Province of China) | 762, Tajikistan | 834, Tanzania, the United Republic of | 764, Thailand | 626, Timor-Leste | 768, Togo | 772, Tokelau | 776, Tonga | 780, Trinidad and Tobago | 788, Tunisia | 792, Turkey | 795, Turkmenistan | 796, Turks and Caicos Islands (the) | 798, Tuvalu | 800, Uganda | 804, Ukraine | 784, United Arab Emirates (the) | 826, United Kingdom of Great Britain and Northern Ireland (the) | 581, United States Minor Outlying Islands (the) | 840, United States of America (the) | 858, Uruguay | 860, Uzbekistan | 548, Vanuatu | 862, Venezuela (Bolivarian Republic of) | 704, Viet Nam | 92, Virgin Islands (British) | 850, Virgin Islands (U.S.) | 876, Wallis and Futuna | 732, Western Sahara* | 887, Yemen | 894, Zambia | 716, Zimbabwe",,autocomplete,,,,,y,,,,, @ONTOLOGY='GENEPIO_0001094'
mlang,demographics_core,,dropdown,What is the participant's biological mother's native language?,"1, Abron | 2, Afar | 3, Afrikaans | 4, Akan | 5, Amharic, | 6, Arabic | 7, Bangi Me | 8, Bayot | 9, Berber | 10, Bhojpuri | 11, Cape Verdean Creole | 12, Chewa | 13, Comorian | 14, Creole | 15, Dangme | 16, Dinka | 17, Dompo | 18, English | 19, Ega | 20, Ewe | 21, Fon | 22, French | 23, Fulani | 24, Fur | 25, Ga | 26, German | 27, Gikuyu | 28, Gomba | 29, Gumuz | 30, Hadza | 31, Hausa | 32, Hindi | 33, Igbo | 34, Irimba | 35, Italian | 36, Jalaa | 37, Kanuri | 38, Khoekhoe | 39, Kimbundu | 40, Kinyarwanda | 41, Kirundi | 42, Kituba | 43, Kongo | 44, Kujarge | 45, Laal | 46, Lingala | 47, Lufu | 48, Luganda | 49, Luo | 50, Maasai | 51, Malagasy | 52, Mauritian Creole | 53, Mawa | 54, Meyobe | 55, Mimi | 56, Mossi | 57, Mpra | 58, Nambya | 59, Ndau | 60, Ndebele | 61, Nobiin | 62, Noon | 63, Oblo | 64, Ongota | 65, Oromo | 66, Oropom | 67, Portuguese | 68, Rer Bare | 69, Sena | 70, Sepedi | 71, Sesotho | 72, Seychellois Creole | 73, Shabo | 74, Shona | 75, Songhay | 76, Somali | 77, Sotho/Sesotho | 78, Spanish | 79, Swahili | 80, Swati (Eswatini) | 81, Swazi | 82, Tamil | 83, Telugu | 84, Tigrinya | 85, Tonga | 86, Kalenjin | 87, Tsonga | 88, Twi | 89, Tshiluba | 90, Tshivenda | 91, Tswana/Setswana | 92, Umbundu | 93, Venda | 94, Weyto | 95, Wutana | 96, Wolof | 97, Xhosa | 98, Yeni | 99, Yoruba | 100, Zulu | 777, Other",,autocomplete,,,,,y,,,,, @ONTOLOGY='NCIT:C16779'
mlang_other,demographics_core,,text,(If Other) Specify the participant's biological mother's native language:,,,,,,,[mlang]=777,y,,,,, @ONTOLOGY='NCIT:C16779'
methnicity,demographics_core,,dropdown,What is the participant's biological mother's ethnic or tribal affiliation?,"1, Acholi | 2, Afar | 3, Afrikaner | 4, Agaw | 5, Aka | 6, Akan | 7, Aku | 8, Alur | 9, Ameru | 10, Amhara | 11, Anuak | 12, Baka | 13, Bambara | 14, Banda | 15, Banyoro | 16, Basaa | 17, Beja | 18, Bemba | 19, Berber | 20, BetiPahuin | 21, Biafada | 22, Bilen | 23, Cape Coloured | 24, Chagga | 25, Chewa | 26, Chinese | 27, Chokwe | 28, Copt | 29, Dendi | 30, Dinka | 31, Edo | 32, English | 33, Efik | 34, Egyptian | 35, Eket | 36, Esan | 37, Ewe | 38, Fon | 39, Fulani | 40, Fur | 41, Ga | 42, Ganda | 43, Gbaya | 44, Goffal | 45, Gurage | 46, Gwari | 47, Hausa | 48, Herero | 49, Himba | 50, Hutu | 51, Igbo | 52, Ijaw | 53, Indian | 54, Italian | 55, Jola | 56, Kalanga | 57, Kalenjin | 58, Kamba | 59, Kanuri | 60, Khoikhoi | 61, Kikuyu | 62, Kongo | 63, Kotoko | 64, Kwama | 65, Langi | 66, Lemba | 67, Lingala | 68, Luba | 69, Lugbara | 70, Luhya | 71, Luo | 72, Maasai | 73, Maghrebi | 74, Makonde | 75, Makua | 76, Mande South | 77, Mandingo | 78, Marka | 79, Mbunda | 80, Mbundu | 81, Mende | 82, Moghamo | 83, Mole-Dagbani | 84, Mongo | 85, Nambya | 86, Ngamambo | 87, North Ndebele | 88, Nubian | 89, Nuer | 90, Oromo | 91, Ovambo | 92, Ovimbundu | 93, Papel | 94, Portuguese | 95, Saho | 96, Samburu | 97, San | 98, Sara | 99, Serer | 100, Shilluk | 101, Shona | 102, Sidama | 103, Somali | 104, Songhai | 105, Sotho | 106, South Ndebele | 107, Spanish | 108, Sua | 109, Swahili | 110, Swazi | 111, Tigray-Tigrinya | 112, Tigre | 113, Tiv | 114, Tonga | 115, Toubou | 116, Tsonga | 117, Tswana | 118, Tuareg | 119, Tutsi | 120, Twa | 121, Urhobo | 122, Venda | 123, Wolof | 124, Xhosa | 125, Yeyi | 126, Yoruba | 127, Zaghawa | 128, Zande | 129, Zarma | 130, Zulu | 777, Other",,,,,,,y,,,,, @ONTOLOGY='EFO:0001799'
methnicity_other,demographics_core,,text,(If Other) Specify the participant's biological mother's ethnic or tribal affiliation:,,,,,,,[methnicity]=777,y,,,,, @ONTOLOGY='EFO:0001799'
school_current,demographics_core,,radio,Is the participant currently attending school?,"1, Yes | 0, No",,,,,,,y,,,,, @ONTOLOGY='NCIT:C147485'
schooltype,demographics_core,,radio,(If Yes) What type of school?,"1, Early Learning Centre / Nursery / Creche | 2, Preschool / Kindergarten / Grade R | 3, Public Primary school (Grade 1 - 7) | 4, Private Primary school (Grade 1 - 7) | 5, Public Secondary school (Grade 8 - 12) | 6, Private Secondary school (Grade 8 - 12) | 7, Special school / School for children with disabilities | 8, Homeschool / Cottage school | 9, Tertiary school / College / Technikon /University",,,,,,[school_current]='1',y,,,,, @ONTOLOGY='GECKO:0000065'
highest_education,demographics_core,,radio,(If No) What is the highest level of education achieved by the participant?,"0, No formal education | 1, Primary | 2, Secondary | 3, Tertiary",,,,,,[school_current]='0',y,,,,, @ONTOLOGY='OMRSE:00002045'
caregiver_education,demographics_core,,radio,What is the highest level of education achieved by the participant's primary caregiver?,"0, No formal education | 1, Primary | 2, Secondary | 3, Tertiary",,,,,,[agecalc]<19,y,,,,, @ONTOLOGY='OMRSE:00002045'
caregiver_employ,demographics_core,,radio,What is the employment status of the participant's primary caregiver?,"1, Self employed | 2, Formal full-time employment by someone else | 3, Part-time employment by someone else | 4, Informal employment (dependent on availability of work) | 0, Unemployed",,,,,,[agecalc]<19,,,,,, @ONTOLOGY='EFO:0005241'
demo_version,demographics_core,,descriptive,"Demographics - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
anthro_collectdate,anthropometrics_core,,text,Collection date of anthropometrics measures:,,DD-MM-YYYY,date_dmy,,,,,y,,,,, @ONTOLOGY='NCIT:C81286'
head_circ_1,anthropometrics_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>HEAD CIRCUMFERENCE</strong></p>",text,Head circumference measurement #1:,,Please provide head measurement in centimetres.,,,,,[agecalc]<12,y,,,,, @ONTOLOGY='EFO:0005114'
head_circ_2,anthropometrics_core,,text,Head circumference measurement #2:,,Please provide head measurement in centimetres.,,,,,[agecalc]<12,y,,,,, @ONTOLOGY='EFO:0005114'
head_circ_3,anthropometrics_core,,text,Head circumference measurement #3:,,Please provide head measurement in centimetres.,,,,,[agecalc]<12,y,,,,, @ONTOLOGY='EFO:0005114'
head_circ_avg,anthropometrics_core,,calc,Calculated average head circumference (cm):,"if ([head_circ_1]<>"""" and [head_circ_2]<>"""" and [head_circ_3]<>"""",sum([head_circ_1],[head_circ_2],[head_circ_3])/3, if([head_circ_1]<>"""" and [head_circ_2]<>"""" and [head_circ_3]="""", sum([head_circ_1],[head_circ_2])/2, if([head_circ_1]<>"""" and [head_circ_2]="""" and [head_circ_3]="""", [head_circ_1],"""")))",This field is automatically calculated.,,,,,[agecalc]<12,,,,,," @HIDDEN @READONLY
@ONTOLOGY='EFO:0005114'"
height_1,anthropometrics_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>HEIGHT</strong> </p>",text,Height measurement #1:,,Provide measurement in centimetres.,integer,10,250,,,y,,,,, @ONTOLOGY='EFO:0004339'
height_2,anthropometrics_core,,text,Height measurement #2:,,Provide measurement in centimetres.,integer,10,250,,,y,,,,, @ONTOLOGY='EFO:0004339'
height_3,anthropometrics_core,,text,Height measurement #3:,,Provide measurement in centimetres.,integer,10,250,,,y,,,,, @ONTOLOGY='EFO:0004339'
height_avg,anthropometrics_core,,calc,Calculated average height (cm):,"if ([height_1]<>"""" and [height_2]<>"""" and [height_3]<>"""",sum([height_1],[height_2],[height_3])/3, if([height_1]<>"""" and [height_2]<>"""" and [height_3]="""", sum([height_1],[height_2])/2, if([height_1]<>"""" and [height_2]="""" and [height_3]="""", [height_1],"""")))",This field is automatically calculated.,,,,,,,,,,," @READONLY @HIDDEN
@ONTOLOGY='EFO:0004339'"
height_self,anthropometrics_core,,text,"Approximate height reported by participant:
<i>(Only if measuring height is not possible)</i>",,Provide measurement in centimetres.,integer,20,250,,,,,,,, @ONTOLOGY='EFO:0004339'
weight_1,anthropometrics_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>WEIGHT </strong></p>",text,Weight measurement #1:,,Provide weight measurement in kilograms.,number,0.2,300,,,y,,,,, @ONTOLOGY='EFO:0004338'
weight_2,anthropometrics_core,,text,Weight measurement #2:,,Provide weight measurement in kilograms.,number,0.2,300,,,y,,,,, @ONTOLOGY='EFO:0004338'
weight_3,anthropometrics_core,,text,Weight measurement #3:,,Provide weight measurement in kilograms.,number,0.2,300,,,y,,,,, @ONTOLOGY='EFO:0004338'
weight_avg,anthropometrics_core,,calc,Calculated average weight (kg):,"if ([weight_1]<>"""" and [weight_2]<>"""" and [weight_3]<>"""",sum([weight_1],[weight_2],[weight_3])/3, if([weight_1]<>"""" and [weight_2]<>"""" and [weight_3]="""", sum([weight_1],[weight_2])/2, if([weight_1]<>"""" and [weight_2]="""" and [weight_3]="""", [weight_1],"""")))",This field is automatically calculated.,,,,,,y,,,,," @READONLY @HIDDEN 
@ONTOLOGY='EFO_0004338'"
medpros,anthropometrics_core,,radio,Is the participant wearing a cast or medical prosthesis? ,"1, Yes | 0, No",,,,,,,y,,,,, @ONTOLOGY='NCIT:C17598'
proslocation,anthropometrics_core,,text,Location of cast or medical prosthesis: ,,,,,,,[medpros]=1,y,,,,, @ONTOLOGY='NCIT:C17598'
weightclothed,anthropometrics_core,,radio,Is the participant wearing street clothes during the weight measurements? ,"1, Yes | 0, No",,,,,,,y,,,,,
weight_self,anthropometrics_core,,text,"Approximate weight reported by the participant:
<i>(Only if measuring weight is not possible)</i>",,Provide weight measurement in kilograms.,number,0.2,350,,,,,,,, @ONTOLOGY='EFO_0004338'
